	평점	일시	감상평
439	9	2020.01.10 14:14	생각보다 탄탄한 구성. 서사성이 낮다는건 뭐 실제 이야기가 그랬던거니.
440	9	2020.01.10 09:11	미드웨이 해전에 대해서 조금 알고 보면 훨씬 내용을 풍성하게 이해할 수 있습니다. 알고 보면 꽤나 중요한 사건들인데 잘 모르고 보시면 가볍게 넘어갈 수 있는 것들이 종종 나타나네요.그런걸 떠나서 액션만으로도 충분히 재미있는 영화입니다. 
441	9	2020.01.09 20:51	전개가 빠르긴 했지만 전쟁씬은 눈요기 할 게 많았다.
442	9	2020.01.09 06:57	전범기가 나쁘다는걸 전세계에 알려주는고마운영화
443	9	2020.01.07 11:27	태평양 전쟁사를 어느정도 알고 가야 재미있는 영화입니다. 진주만 기습부터 미드웨이 해전까지 빠르게 훑고 가기 때문에 모르고 보면 좀 불친절하다는 느낌을 받으실 겁니다.
444	9	2020.01.07 01:40	전쟁사라는 관점에서 나쁘지 않다 남자들은 충분히 좋아할수 있는 영화
445	10	2020.01.06 13:36	고증이 정말 뛰어남 영상미 돋보임 다큐라면서 재미없다고 하는 사람들이 있는데 실화영화는 ㅈ같은 픽션넣는거 보다 사실 그대로 하는게 훨씬더 낫다
446	8	2020.01.06 13:32	열악한 상황에 불구하고 신념을 위해 싸우는 뜻깊은 영화입니다.
447	10	2020.01.06 12:15	고증을 지킨 전쟁영화 수작. 약간의 아쉬움은 뒤로 할 수 있는 통쾌함
448	9	2020.01.06 08:31	화려한 공중전이 있는 전쟁영화로서 역사적사실에 대해 관심을 환기시키게되는 좋은작품
449	10	2020.01.06 06:14	보다가 잠깐이라도 꾸벅 졸았던 여타의 영화들과는 달리 처음부터 끝까지 집중해서 보게 만든 작품.
450	10	2020.01.06 04:50	최고의 전쟁영화! 주인공이 목숨을 돌보지 않고 항모를 공격하는 장면에 눈물이 날려고 했다.
451	8	2020.01.06 03:34	백두산보고 실망이컸는데 이거보고눈정화시킴비행전투씬은 진심으로 역대급 이런영화가 55만이라니
452	10	2020.01.06 03:04	백두산 안봤지만 미드웨이 엄청 재밌었네요 남자라면 무조건 좋아할듯.
453	9	2020.01.06 02:44	전쟁영화 좋아하시는 분들은 꼭 봐야만 하는 영화입니다.
454	10	2020.01.06 01:26	공군 전투 실감나게 잘 봤습니다. 돈 안아까워요.
455	10	2020.01.06 01:23	너무 재밌게 봤습니다!!
456	10	2020.01.06 00:36	한마디로 멋있다. 미국 없었으면 일본어 쓰고 있었을거고 미국 없었음 김정은 찬양하고 있었겠지.
457	10	2020.01.06 00:05	해상 및 공중전투씬은 띵작이다 정말 좆두산 국뽕지원안받았으면 미드웨이 천만가능했을듯  흥미진진했다 끝날때까지
458	10	2020.01.05 23:52	진짜 실화바탕으로 시간가는줄 모르고봄 개추
459	8	2020.01.05 23:08	제목처럼 진주만이 아닌 미드웨이해전에 초점을 맞춘 이야기가 신선함
460	9	2020.01.05 22:13	개인적으로 전쟁영화 별로 안좋아하는데도 정말 재밌고 긴장타면소 봣어요 ㅋㅋ 흥미진진 최고
461	10	2020.01.05 21:53	일본은 천황페하를 위해서 싸우고 미국은 나라와 가족을 위해 싸우고 나중에 티비로 봤으면 후회할 뻔 했을거 같다최고로 멋지고 감동적이다.미국의 승리가 없었다면 지금의 우리나라는 어떻게 되었을까 ~
462	10	2020.01.05 21:14	진짜  아무말 하지말고 보삼
463	8	2020.01.05 20:16	그냥 일반적인 전쟁영화입니다. 스토리가 특출나게 좋냐? 글쎄요. 연출이나 플롯이 참신하냐? 글쎄요. 배우들의 연기가 뛰어나나? 글쎄요. 근데 사실 2차대전 영화라는 점만으로도 볼 가치는 충분히 있다고 생각해요. 다만 머리를 비우고 보는 걸 추천드립니다. 
464	10	2020.01.05 17:32	그들의 희생으로 우리가 지금 이만큼 누리며 살고 있는거 영화가 재미있고 없고를 떠나서 그들을 기리기 위해 꼭 보세요 미드웨이에서의 승리가 없었으면 우린 일본어 쓰고 있을 거임 감사합니다.
465	9	2020.01.05 16:17	표값이 아깝지 않을만큼은 재미있었다
466	10	2020.01.05 10:38	근래 영화중 최고 무조건 보셈미국뽕에 취한다~
467	10	2020.01.05 05:57	오랫만에 영화다운 영화를 본듯
468	10	2020.01.05 04:40	오랫만의 전쟁영화라서 큰기대 안하고 봤다가 깜놀했네요. 스케일도 크고 CG가 거의 실제같은 잼난영화임다. 강추드림다!!!
469	10	2020.01.05 03:41	영상 스토리 다 최고였음... 유튭에 미드웨이 역사지식 정리한거 보고 영화 감상하면 더 좋아요. 스토리가 휙휙 진행되서 배경지식 없으면 온전히 즐길 수 없을것 같네여
470	10	2020.01.05 01:36	인생영화 영화보고 처음으로 평점남깁니다.
471	10	2020.01.05 01:31	전사의 심장이 뜨거워지는 영화..
472	10	2020.01.05 01:12	꼭 봐야할 실화 영화!!! 진주만 만큼 좋은영화!!! 대사도 시원시원!!!! 연출도 좋고 배우들 연기도 좋네요!!! 몰입도 최고!!!
473	10	2020.01.05 00:55	굽힐바엔 부러진다는 마인드가 미국을 승리로 이끌었다.
474	10	2020.01.05 00:22	정말 시간 가는줄 모르고 봤습니다. 백두산보다 100배 재미있네요 2차 세계대전에 대해 잘 모르시는 분들은 유튜브에서 진주만-미드웨이 해전 배경에 대해 정리된 영상 보시고 관람하시길 추천해 드립니다. 미드웨이 해전에서 패했다면 우리나라도 현재와 많이 달라져 있었겠죠 
475	10	2020.01.05 00:16	완성도가 높은 전쟁영화, 개인적으로 시동보다 훨씬 재미있었습니다
476	10	2020.01.05 00:05	백두산은 비교불가...진짜 간만에 대박영화네요
477	10	2020.01.05 00:04	와.... 완전 내 스타일 영화&#34;500미리 폭탄으로 박살내야합니다&#34;처음부터 끝까지 싸움니다.잠수함 등장씬에서 기겁했습니다.&#34;미국이 일본어를 쓰게될수도 있습니다&#34;와.... 꼭 보세요 두번 보세요초초초 강력추천 전 울면서 봤습니다. 
478	10	2020.01.05 00:01	전쟁에 전자도 모르는 여자인데도 범상치 않은 영상감과 연기력 긴장감을 주었다 진짜 너무 재밌음...
479	10	2020.01.04 23:57	와 잼있음 진짜 오늘 봤는데 완전 집중해서 봤네요 전쟁씬도 훌룡하고
480	10	2020.01.04 23:44	연기가 아주 좋았던건 아니지만 그렇다고 나쁘지도 않았어요볼거리가 많아서 너무 좋았고 태평양전쟁을 한편에 잘 담았습니다
481	10	2020.01.04 23:37	영화 진주만을 봤거나 세계2차전쟁의 배경지식을 알고있다면 더욱더 완벽한 몰입을 할 수 있는 최고의 영화
482	10	2020.01.04 23:31	손에 땀을 쥐게 하는 장면. 전투 씬이 볼만 함.거져 지켜지는 승리는 없다.
483	10	2020.01.04 23:31	최곱니다 상남자들과 상남자들의 대결
484	10	2020.01.04 23:29	쩐다 완전ㅠㅠ역사 고증까지 이렇게 완벽할 수 있다니 대단합니다.
485	10	2020.01.04 23:12	이정도는 되어야 진짜 영화~~
486	10	2020.01.04 23:00	지루할만한 소재 인데 전혀 안그렇고 너무 재미있고 쾌감이..최고입니다
487	10	2020.01.04 22:58	
488	8	2020.01.04 22:54	네이버 평점이 백두산보다 높아 이 영화를 선택했는데... 스케일  엄청나고 전투기 씬은 정말 압권입니다 꼭 영화관에서 보시길...
489	9	2020.01.04 22:44	
490	10	2020.01.04 22:37	
491	10	2020.01.04 22:29	전투기 전투신이 정말 대박! 심장이 저릿저릿. 통쾌하고 멋졌다
492	10	2020.01.04 22:23	전쟁 영화 중 이렇게 신선하고 스릴넘치고 울컥한 영화로는 최고인거같아요!!! 재미뿐만아니라 마지막엔 전쟁의 아픔이 느껴졌어요 강추!!
493	8	2020.01.04 22:14	지도가 머리속에 그려져있는게 아니라서 여기저기 왔다갔다 할 때 좀 헷갈리기는 했지만 전체적으로 재밌었다. 첨부터 끝까지 긴장감있었음. 감동적인거 많이 배제해서 더 좋았음
494	10	2020.01.04 22:07	짱짱.  전쟁의 참혹함에 소름끼침.
495	8	2020.01.04 22:06	밀덕들은 꼭 보면 좋은 영화
496	8	2020.01.04 22:02	
497	10	2020.01.04 21:55	USA! 사랑해요 미국!! 이전쟁 이겨서 우리나라 독립했다 존경스럽다
498	10	2020.01.04 21:54	손에 땀을 쥐게 하는 액션!!  감동 그자체
499	10	2020.01.04 21:35	아 진짜 너무 재밌게 봤습니다ㅠㅠ 또 보고싶네요
500	10	2020.01.04 21:22	역사 영화 중 최고....
501	10	2020.01.04 21:11	당시 한반도의 역사 그리고 현시대를사는 우리들까지영향을 미친 중요한 사건.  액션영화로도 손색이없다.
502	10	2020.01.04 20:32	꼭 봐라 볼라면 영상큰 화면관에서봐라  압도적임!!
503	10	2020.01.04 20:31	어벤져스보다 지루한감 없고 탑3영화다 명량보다 재밌다
504	10	2020.01.04 20:17	꼭!보세요 강력 추천 후회안함
505	10	2020.01.04 19:43	아무생각 없이 보러 갔다가 놀란영화 .전쟁 영화 좋아하는 분이면 좋아할 영화
506	10	2020.01.04 19:18	지리고 지렷다 무표정으로 폭격할때 씹지림
507	10	2020.01.04 19:11	남자라면 다들 가슴이 뛸거다. 전략 전술적인 부분과 전투스케일 디테일 다양한 장면들의 개연성 그리고 모든 장면 하나하나를 놓치지 못하게 만드는 흡입력과 연출. 흔한 전쟁영화에 나오는 신파가 없어서 더 좋았다.
508	10	2020.01.04 18:20	전투신 끝장이다 아쉬웠던 점이 있다면 미살삑사리 정말 많이 나썼
509	8	2020.01.04 18:17	파일럿 최고.. 중간중간에 쓸데없는 장면들이 좀 있긴 하지만 공중전 너무 짜릿했음 전쟁영웅들 새삼 참 대단..
510	9	2020.01.04 18:14	오랜만에 걸작전쟁영화 봣어요 목숨을걸고 나라를 지키는게 참 감동적이네요
511	10	2020.01.04 18:06	역시 스캐일 박진감 대박입니다. 우리나라 무조건 미국이 나쁘다 우리는 한민족이다 이런영화 질리네요.. 좀 배웠으면 좋겠어요
512	10	2020.01.04 17:15	백두산 뭐임? 어휴 최고의 영화다 미드웨이
513	9	2020.01.04 17:13	볼만했어요후회는 안할듯합니다.
514	10	2020.01.04 16:24	영상미, 역사적 고증, 반전메시지까지 전쟁영화의 완벽한 교과서적인 영화.연초부터 일본군이 지는모습을 보고싶다면 확실히 강추.태평양전쟁의 시작인 진주만 공습에서부터 큰 변환점이 된 미드웨이 해전-운명의 5분-까지의 크고작은 사건들을 간략하게 보어주어 전쟁사를 잘 모르는 사람들에게도 이해에 큰 문제가없고 간략하게나마 아는 사람들에겐 더욱 재미로 다가온다.다만 액션신이 항공전에 치중되어있기에 미드웨이 &#39;해전&#39;이라 생각하여 전함들의 함포가 휘날리는 함대결전 액션을 기대한다면 실망할수도 있다.영화의 액션은 항공전에 치중되어있기 때문. 거의 모든 액션이 함선에서 대공기총을 발사하거나 항공기간의 도그파이트, 뇌격,폭격장면이다.물론 그 퀄리티와 몰입감은 무척이나 뛰어나기때문에 항공전만큼은 확실하게 기대해도 좋다.잠수함이 주인공이 아닌 전쟁영화에서 드물게 잠수함의 어뢰발사, 잠망, 구축함의 폭뢰투사 장면까지도 나온다.역사적 사실에 기반했음을 알면 하이라이트에선 더욱 쾌감을 느낄수있다. 태평양전쟁에서는 해군에있어 항공모함/항공전과 전쟁사에서 정보전이 얼마나 중요해졌는가를 생각하면 고증에도 나름 철저한 영화. 
515	10	2020.01.04 15:58	정말 대단한 영화였다. 최고 평점  아깝지않다.
516	10	2020.01.04 14:22	진주만은 전투장면 진주만공습/일본본토폭격 딱 두장면 나오는 멜로물이었다면 이건 진주만공습 오프닝부터해서 도쿄공습 포함해서 미드웨이해전 전개에따른 전투씬을 끊임없이 보여줘서 만족스러웠음. 태평양전쟁영화중 더퍼시픽,아버지의깃발 과 함께 3대장으로 뽑고싶음 
517	9	2020.01.04 07:25	출연진 너무 괜찮고, 스토리 짱짱하고정말 재미 있습니다.진심 강추^^사실적인 묘사와 실화를 바탕으로 해서인지정말 손에 땀을지고 봤고, 역사 공부도제대로 한거 같아 너무 좋았습니다.일본의 야욕, 만행을 제대로 표현하고거기에 벌을 받는 모습이 정말 통쾌합니다.좋은 영화 감사합니다. 
518	9	2020.01.04 03:55	몸에 힘들어가면서 긴장되는 정도의 몰입감이 있음. 노잼 개그코드의 백두산보다 훨씬 나은 영화.
519	10	2020.01.03 23:12	미 공군이 일본 군함에 미사일을 맞추면 자연스럽게 아싸~하는 식으로 주먹을 불끈 쥐게 됨. 영화를 보면서 그 시대의 도쿄의 거리라던지, 복장을 보면서 일본을 꼭 이겨야겠다는 생각이 듬. 미국도 일본은 싫을거야...앞에서는 평화를 이야기하고는 뒤에서 진주만으로 기습공격을 했으니...믿을 수 없는 종자들이라는 생각이 들거고, 긴 시간이 흐른 후에도 끊임없이 진주만을 소재로 한 영화가 나온다는 것 자체가 미국 입장에서는 한 맺힌 역사인듯. 
520	10	2020.01.03 22:17	올 하반기 본 영화중에 가장 재미있었음. 2시간 꽉 찬 액션과 긴장감
521	10	2020.01.03 22:06	2시간반이나 되는 영환데 시간가는줄 모르고 봤네요ㅎ 쓸데없는 각색하지 않고 역사적 사실대로 가는 점도 좋았습니다 전쟁장면도 스펙타클해서 좋았어요ㅎ
522	10	2020.01.03 22:06	진주만을 너무 재미있게 봐서인지 기대를 한껏 하구서 봤습니다. 항공 전투씬, 스토리, 배우들의 연기 하나하나 박수갈채를 보냅니다. 정말 추천드릴 수 있는 좋은 영화입니다.
523	10	2020.01.03 21:59	그냥 모든게 완벽하다.. 스토리,연기,연출 흠잡을 것이 없다..나도 모르게 과몰입 하면서 본 영화 인생 탑5 영화 안에 들 정도..
524	10	2020.01.03 21:44	진짜 최곱니다!!! 여자가 봐도 전쟁영화지만 재밌게 봤어요!! 연기력부터 몰입도며 분위기가 진짜 볼 만합니다 : ) 많이들 봤으면 좋겠어요
525	8	2020.01.03 21:41	요즘 시대에 이렇게 클래식한 전쟁영화가 나오다니...그것도 에머리히 감독한테서...
526	10	2020.01.03 20:41	이런건 극장에서 봐야합니다. 최고에요
527	10	2020.01.03 19:08	오랜만에 가슴벅차는 영화 한 편 봤습니다.미국이 왜 강대국인지 다시 한 번 깨닫게 되는 영화네요
528	10	2020.01.03 15:15	재밌어요ㅎㅎㅎ시간 가는줄 모르고 봤어요ㅎㅎ
529	10	2020.01.03 13:33	전쟁영화 안좋아하는데 시간가는줄 모르고 봤습니다. 적극 추천! 진주만에 대해서 다시 한번 궁금증을 낫게 했습니다. 파일럿분들 너무 대단하신것같아용!
530	8	2020.01.03 09:52	실제 사건을 충실히 재현하는 데 방점을 둔 영화.
531	10	2020.01.03 05:58	최근 개봉한 영화중 최고의 작품
